l,age,gender,income,education,empl_status,marital_stat,religion,job_worry,exp1_trt,exp1trt1_nc,exp1trt2_nc,exp1_dv1,exp1_dv2,ideol_lr,imp_rel,exp2_trt,exp2_dv,conf_un,leader_type,courts_confidence,Region,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Exp3,Q18_1,Q18_2,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Exp4,,Q21_1,Q21_2,Q22,Q23,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q27_1,Q27_2,Q28,Q29,Q30,Q31_1,Q31_2,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q34,Q35,Q36
1510,31,2,5,4,1,3,6,1,1,1,,2,4,5,1,3,1,3,1,1,Andhra Pradesh,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Strongly support,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,5,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,5,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,3=Approve Somewhat,5,2,5,6,5,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1511,20,1,3,3,6,6,1,2,1,1,,2,3,6,3,1,3,2,1,3,West Bengal,Neither agree nor disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly  oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,5,3,2,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,6,1,India can trust other nations,Not at all superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,4=Approve Strongly,2,4,6,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1512,22,1,2,1,3,6,6,4,1,1,,2,4,9,1,1,1,4,1,2,Uttar Pradesh,Strongly disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Support somewhat,Indifferent,Independence,Obedience,To be well-behaved,To have curiosity,Disagree,Experiment 4 - Treatment 1,,5,3,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,3,6,India can’t be too careful,Not so superior,The judicial system should be directly supervised by the duly elected government in office,2=Disapprove Somewhat,3=Approve Somewhat,3,4,5,5,5,Rarely,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1513,22,2,2,4,1,6,6,2,2,,1,1,4,6,1,4,2,2,2,3,Bihar,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Support somewhat,Strongly support,Independence,Self-Reliance,To be considerate,To have good manners,Agree,Experiment 4 - Treatment 1,,5,5,4,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,5,5,India can trust other nations,Not so superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,4=Approve Strongly,3,4,5,5,4,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1514,35,1,2,4,2,6,1,1,2,,0,2,1,5,1,4,4,2,2,4,Andhra Pradesh,Strongly agree,Unchecked,Checked,Unchecked,Unchecked,Checked,Experiment 3 - Treatment 6,Strongly  oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Disagree,Experiment 4 - Treatment 2,,1,2,2,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,7,1,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,1,2,1,1,2,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1516,18,2,7,6,6,6,6,3,2,,1,1,5,8,2,2,2,2,1,3,Andhra Pradesh,Neither agree nor disagree,Unchecked,Checked,Unchecked,Unchecked,Checked,Experiment 3 - Treatment 1,Support somewhat,Somewhat oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,5,5,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,3,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,2,2,3,3,2,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1519,65,2,3,4,5,1,6,1,2,,0,2,6,8,1,2,2,2,2,3,West Bengal,Agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Indifferent,Somewhat oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,5,5,2,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,3,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,3,3,3,3,3,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1520,59,1,5,4,1,1,6,4,1,1,,2,7,5,2,2,1,3,2,1,Gujarat,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Strongly support,Support somewhat,Respect for Elders,Self-Reliance,To be considerate,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,6,5,6,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,6,5,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,4=Approve Strongly,4,3,3,2,2,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1521,36,1,5,5,3,1,6,1,1,1,,2,7,7,1,2,1,1,2,1,Madhya Pradesh,Strongly disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Strongly  oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,4,4,7,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,7,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,3=Approve Somewhat,1,1,1,1,1,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1524,22,2,1,0,1,6,6,3,2,,1,1,3,3,4,2,4,3,2,2,Andhra Pradesh,Strongly disagree,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Somewhat oppose,Somewhat oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,6,3,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,3,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,1= Disapprove strongly,1= Disapprove strongly,5,5,5,5,5,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1527,20,1,4,4,2,6,6,1,1,1,,1,7,10,1,1,1,4,1,1,Jharkhand,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Independence,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,7,7,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,6,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,6,7,7,6,6,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1533,19,2,2,4,1,6,6,1,1,1,,1,7,8,1,4,1,1,1,1,Bihar,Strongly agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Support somewhat,Strongly support,Independence,Obedience,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,6,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,7,7,India can trust other nations,Not at all superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,6,7,6,7,6,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1534,22,2,4,4,6,6,6,1,2,,0,1,5,7,2,2,2,2,2,2,Odisha,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Indifferent,Indifferent,Independence,Obedience,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 2,,5,4,7,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,5,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,4,4,4,5,5,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1538,26,2,2,2,3,6,6,1,2,,0,1,7,9,1,2,1,1,1,1,West Bengal,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Strongly support,Strongly support,Independence,Self-Reliance,To be considerate,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,7,7,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,7,7,7,5,6,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1539,36,2,3,4,2,1,6,2,2,,0,2,7,7,1,2,1,2,1,3,Uttar Pradesh,Disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Indifferent,Somewhat oppose,Independence,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,4,5,5,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,2,3,India can’t be too careful,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,2,1,4,1,1,Rarely,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1540,27,2,8,7,5,6,9,4,1,1,,2,7,10,1,2,2,4,1,1,Uttar Pradesh,Strongly agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Strongly support,Support somewhat,Independence,Obedience,To be considerate,To have curiosity,Agree,Experiment 4 - Treatment 1,,7,7,7,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,5,7,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,6,5,5,3,7,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1541,36,2,3,5,5,1,6,1,2,,0,1,6,8,3,2,2,1,1,1,Odisha,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Support somewhat,Support somewhat,Independence,Obedience,To be considerate,To have curiosity,Agree,Experiment 4 - Treatment 1,,6,6,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,4,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,1,2,2,1,2,Frequently,Under no circumstances should basic rights and freedoms be restricted,Under no circumstances should basic rights and freedoms be restricted
1543,50,2,5,4,4,1,6,3,1,1,,2,4,5,1,1,1,1,2,3,Assam,Strongly disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Indifferent,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,4,5,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,5,4,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,4,4,4,4,4,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1544,22,2,1,1,3,6,1,3,1,1,,2,4,3,1,1,2,3,1,3,Assam,Neither agree nor disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Somewhat oppose,Indifferent,Respect for Elders,Obedience,To be considerate,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 2,,4,4,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,4,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,4,4,4,4,3,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1545,28,2,5,4,1,1,6,3,2,,1,1,1,10,1,3,2,2,1,2,Uttar Pradesh,Agree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Support somewhat,Support somewhat,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,6,6,7,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,6,6,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,6,6,6,6,6,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1550,25,2,3,4,2,1,6,1,2,,0,2,6,7,1,3,2,2,1,2,Bihar,Disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Support somewhat,Support somewhat,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,6,5,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,5,5,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,5,6,4,4,5,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1551,56,1,6,3,3,1,6,1,2,,0,1,7,10,3,4,1,3,1,1,Punjab,Strongly agree,Unchecked,Unchecked,Checked,Checked,Unchecked,Experiment 3 - Treatment 3,Strongly  oppose,Strongly  oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,7,7,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,7,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,4,6,4,7,5,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1552,43,2,4,4,3,1,6,1,2,,1,2,5,9,2,2,1,2,1,2,Uttar Pradesh,Agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Respect for Elders,Self-Reliance,To be considerate,To have curiosity,Agree,Experiment 4 - Treatment 1,,3,2,6,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,6,4,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,4=Approve Strongly,6,3,6,4,4,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1554,36,2,2,3,5,1,6,1,2,,0,2,6,5,2,1,2,1,1,3,Jharkhand,Neither agree nor disagree,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Somewhat oppose,Strongly  oppose,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,7,7,5,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,7,7,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,6,4,5,5,5,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1555,25,2,3,5,6,6,1,3,1,0,,2,4,3,4,2,3,3,2,4,Andhra Pradesh,Neither agree nor disagree,Unchecked,Checked,Unchecked,Unchecked,Checked,Experiment 3 - Treatment 6,Indifferent,Indifferent,Independence,Self-Reliance,To be well-behaved,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 2,,4,4,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,3,4,India can trust other nations,Not at all superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,2=Disapprove Somewhat,4,6,5,4,5,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1556,48,1,2,4,3,1,6,2,1,0,,1,7,10,1,1,1,4,2,1,Bihar,Strongly disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 5,Strongly  oppose,Strongly  oppose,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,7,7,1,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1,7,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,1,1,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1557,41,2,7,4,1,1,6,1,2,,1,1,7,10,1,1,1,2,2,1,Assam,Strongly agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly  oppose,Strongly  oppose,Independence,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,5,6,7,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,7,7,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,7,7,1,1,7,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1558,23,2,2,0,1,6,6,1,2,,1,1,7,6,1,4,2,3,1,2,Bihar,Neither agree nor disagree,Unchecked,Unchecked,Checked,Checked,Unchecked,Experiment 3 - Treatment 5,Support somewhat,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,6,7,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,2,1,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,2=Disapprove Somewhat,3=Approve Somewhat,3,2,2,1,1,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1559,27,2,2,1,2,1,6,3,2,,0,1,3,5,3,1,3,3,2,3,Haryana,Strongly agree,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 6,Strongly  oppose,Somewhat oppose,Independence,Self-Reliance,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 2,,5,4,4,Relying on military force to defeat terrorism creates hatred that leads to more terrorism,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,4,4,India can’t be too careful,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,1= Disapprove strongly,4,4,4,5,4,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1560,56,1,4,4,1,1,6,1,2,,0,2,3,4,2,4,1,3,1,3,Andhra Pradesh,Agree,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Support somewhat,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Neither agree nor disagree,Experiment 4 - Treatment 1,,4,4,2,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,5,2,India can’t be too careful,Not so superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,3,3,2,2,4,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1561,40,2,2,4,2,1,6,2,2,,0,1,6,8,1,2,1,3,2,2,Uttar Pradesh,Agree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Support somewhat,Support somewhat,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Agree,Experiment 4 - Treatment 2,,6,6,3,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,5,5,India can trust other nations,Very superior,The judicial system should be directly supervised by the duly elected government in office,3=Approve Somewhat,2=Disapprove Somewhat,5,6,5,6,4,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1562,45,1,2,4,1,1,6,1,1,1,,1,7,10,1,1,1,2,1,1,Odisha,Neither agree nor disagree,Unchecked,Checked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Support somewhat,Support somewhat,Respect for Elders,Obedience,To be well-behaved,To have good manners,Strongly agree,Experiment 4 - Treatment 1,,4,4,4,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,4,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,4,4,4,4,4,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1563,49,1,4,3,7,6,1,4,2,,0,2,7,10,1,1,2,2,2,2,Assam,Neither agree nor disagree,Checked,Unchecked,Unchecked,Checked,Unchecked,Experiment 3 - Treatment 5,Somewhat oppose,Indifferent,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,4,5,4,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,5,7,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,3=Approve Somewhat,4,3,7,1,7,Frequently,Under no circumstances should basic rights and freedoms be restricted,Basic rights and freedoms can be limited when it comes to economic development
1564,25,2,4,4,1,6,6,1,1,1,,1,6,6,1,1,1,1,2,3,Assam,Disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 3,Strongly support,Support somewhat,Respect for Elders,Self-Reliance,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 1,,3,6,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,6,2,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,2,3,2,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1565,25,2,3,4,1,6,6,1,1,1,,1,7,6,2,2,2,1,1,3,Assam,Neither agree nor disagree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 2,Strongly  oppose,Strongly  oppose,Independence,Self-Reliance,To be considerate,To have curiosity,Strongly agree,Experiment 4 - Treatment 2,,5,3,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,2,5,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,3=Approve Somewhat,2,3,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1568,22,2,2,4,7,6,7,3,2,,0,2,4,6,1,2,4,2,2,3,West Bengal,Agree,Unchecked,Checked,Unchecked,Unchecked,Checked,Experiment 3 - Treatment 5,Indifferent,Indifferent,Respect for Elders,Obedience,To be well-behaved,To have good manners,Disagree,Experiment 4 - Treatment 1,,5,5,3,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,6,3,India can trust other nations,Not so superior,The judicial system should be free from any political interference from governments and parliament,3=Approve Somewhat,2=Disapprove Somewhat,2,2,1,1,1,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
1571,29,2,6,4,5,1,6,1,1,1,,1,7,9,1,2,2,2,2,1,Uttar Pradesh,Strongly agree,Checked,Unchecked,Checked,Unchecked,Unchecked,Experiment 3 - Treatment 1,Strongly support,Strongly support,Respect for Elders,Obedience,To be well-behaved,To have good manners,Agree,Experiment 4 - Treatment 2,,7,1,6,Using overwhelming military force is the best way to defeat terrorism around the world,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,2,7,India can trust other nations,Vastly superior,The judicial system should be free from any political interference from governments and parliament,4=Approve Strongly,4=Approve Strongly,1,1,1,1,1,Frequently,Basic rights and freedoms can be restricted when it comes to security,Under no circumstances should basic rights and freedoms be restricted
1573,21,2,2,4,6,6,6,3,2,,0,1,3,2,3,1,2,2,1,1,Uttar Pradesh,Disagree,Checked,Checked,Unchecked,Unchecked,Unchecked,Experiment 3 - Treatment 4,Somewhat oppose,Indifferent,Respect for Elders,Self-Reliance,To be well-behaved,To have curiosity,Neither agree nor disagree,Experiment 4 - Treatment 2,,4,4,4,Using overwhelming military force is the best way to defeat terrorism around the world,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,4,4,India can trust other nations,Very superior,The judicial system should be free from any political interference from governments and parliament,2=Disapprove Somewhat,2=Disapprove Somewhat,4,4,4,4,4,Sometimes,Basic rights and freedoms can be restricted when it comes to security,Basic rights and freedoms can be limited when it comes to economic development
